2026-08-24 19:19:18,021 | INFO     | - | app | TalentOS Intake & Matching Service started in local mode
2026-08-24 19:19:18,036 | INFO     | 3ab9815f-e729-4f06-a5d0-7894fe5740e6 | app.request | --> GET /health
2026-08-24 19:19:18,040 | INFO     | 3ab9815f-e729-4f06-a5d0-7894fe5740e6 | app.request | <-- GET /health 200 (3.7ms)
2026-08-24 19:19:18,055 | INFO     | 4bd6ad76-f004-45b1-947f-bfe128e6de77 | app.request | --> POST /api/v1/jd-analysis
2026-08-24 19:19:19,804 | INFO     | 4bd6ad76-f004-45b1-947f-bfe128e6de77 | app.request | <-- POST /api/v1/jd-analysis 422 (1749.1ms)
2026-08-24 19:19:54,080 | INFO     | - | app | TalentOS Intake & Matching Service started in local mode
2026-08-24 19:19:54,082 | INFO     | - | uvicorn.error | Started server process [26172]
2026-08-24 19:19:54,083 | INFO     | - | uvicorn.error | Waiting for application startup.
2026-08-24 19:19:54,084 | INFO     | - | uvicorn.error | Application startup complete.
2026-08-24 19:20:08,882 | INFO     | f36bde4c-60af-4409-8e6a-929f1cab2c63 | app.request | --> GET /health
2026-08-24 19:20:08,887 | INFO     | f36bde4c-60af-4409-8e6a-929f1cab2c63 | app.request | <-- GET /health 200 (4.8ms)
2026-08-24 19:20:19,650 | INFO     | 0493d983-8704-4a7a-ae5b-70e652b13312 | app.request | --> POST /api/v1/jd-analysis
2026-08-24 19:20:43,960 | INFO     | 0493d983-8704-4a7a-ae5b-70e652b13312 | app.services.jd_analysis | JD analysis TOS01 (e1045884-f91a-42e2-ab52-b0f8f0cda78b) created with 5 skills
2026-08-24 19:20:43,967 | INFO     | 0493d983-8704-4a7a-ae5b-70e652b13312 | app.request | <-- POST /api/v1/jd-analysis 201 (24317.4ms)
2026-08-24 19:21:20,173 | INFO     | 8c0d9bca-fc41-4621-8c75-eba6e0a95afb | app.request | --> POST /api/v1/resume-analysis
2026-08-24 19:21:26,350 | INFO     | 8c0d9bca-fc41-4621-8c75-eba6e0a95afb | app.services.resume_analysis | Resume analysis RES01 (7f03a20c-d78f-4ff8-9a29-cfeee2a522cb) created for Jane Doe
2026-08-24 19:21:26,354 | INFO     | 8c0d9bca-fc41-4621-8c75-eba6e0a95afb | app.request | <-- POST /api/v1/resume-analysis 201 (6180.5ms)
2026-08-24 19:21:36,684 | INFO     | ebc919b3-7578-4ff9-bf5e-0afddb89c800 | app.request | --> POST /api/v1/submissions
